bulk_density,d50,shape,flowability,conical_half_angle,conical_outlet_dim,plane_half_angle,plane_outlet_dim
1296.6567281859263,121.39412896140492,Semirounded,Poor,26.267514060799936,153.80431917247566,38.37247298583725,99.27718748719424
118.0,45.389798098039044,Oval,Fair,46.88950563325802,349.25027651839116,60.04536447244084,213.31849598066054
1162.0412934084288,63.945203921732954,angular,Fair,22.509689149665714,164.36406664062937,36.76966998791243,114.91993540043543
1031.9963018026208,176.54141842299273,Cuboid,Very Very Poor,30.217429733928427,415.769149034827,40.42501373575425,251.41311429882435
118.0,168.78182485859372,Oval,Excellent,55.0,40.0,65.0,40.0
1315.1973238051564,19.729440966493552,Cystalline,Passable,34.4645307565718,59.86509540088964,40.42045985696996,53.92790154444541
291.0900586766716,203.9980588099921,angular,Excellent,47.16278807379353,129.62909935452774,50.9973850422842,78.16231366720068
1013.6061095370866,46.383155413951,Cuboid,Very Very Poor,19.462181050239586,436.9860015523323,27.96370824569,309.9434851916176
1674.8237522195247,184.1857589514963,angular,Poor,30.555947432249123,40.0,36.60299604049469,40.0
531.071760297059,106.41757466171224,Irregular ,Very Poor,36.925116701674725,547.4706896717105,47.23090535982505,393.74713136255923
1087.269317920584,81.99732622218973,spherical,Excellent,21.58245742009206,40.0,34.19972779981402,40.0
354.11916447036316,214.12622107053335,Cystalline,Poor,55.0,223.5842707813095,63.87403193357879,191.17759064087693
393.5381589757908,109.64381187136881,Oval,Very Poor,50.88899219721561,484.2493958058978,50.576548606596525,281.6068544867522
722.6014343913754,98.60405704683488,Cystalline,Very Very Poor,40.80090520917547,375.79624476402336,49.76735434636177,237.17999878287736
659.4367705483807,42.74957453971689,spherical,Very Very Poor,29.2235205325959,620.6457355128537,32.762342070051915,462.13014964319785
524.5053171534931,78.77732801153141,Semirounded,Very Poor,31.493695548034434,566.1892541280455,39.354199273507845,385.7189902852946
481.88379270989105,202.2794363380042,Elomgated,Passable,37.828988185844345,293.56026875149877,44.45661866218375,226.32379810424538
1515.3691529017515,80.70314949349562,Semirounded,Fair,28.598225005185025,103.72036982613378,31.498225365764768,60.88815701285514
972.0125886218723,52.93941159745373,lens shaped,Very Very Poor,39.1693033719296,359.861314074574,45.96460922721979,263.72357346925673
1233.4142534142743,71.96414229483872,spherical,Excellent,27.349260928050363,40.0,36.52167524585628,40.0
319.8951030315119,96.22390327578621,Elomgated,Fair,34.661513925806,379.5139584049352,43.9641781126809,228.0082168844209
918.9772516721466,28.25185219818856,Cuboid,Poor,23.32409975457788,228.97266344500775,32.89733648313199,166.37733583646968
1045.574118374675,27.469813164742348,spherical,Passable,20.431930995249697,213.27775607263263,25.769569440656326,143.5534655114023
197.38489118803204,156.3535669689154,Elomgated,Fair,51.71050850973539,313.87399404739466,58.424180366382764,222.66768949153874
672.4274013890649,161.50760883612494,Irregular ,Passable,32.2381513223483,261.0062080879402,40.86185948368241,178.17752202742992
1035.7642736902908,17.902036676812518,angular,Very Poor,23.051682198239224,479.8942965679918,28.45250686118902,281.11346018009465
1778.1482318916715,249.64999558737009,Semirounded,Passable,32.07564822065933,40.0,35.64386864638373,40.0
1117.6755505227327,106.84578285354047,Irregular ,Fair,27.233079561679123,144.67202974989846,31.494525171261504,128.25035185167147
926.4336503875196,264.4498765288953,lens shaped,Fair,48.15693370408643,144.3194644747925,51.115874029748475,101.51794565828651
235.11788207603297,50.797518358404474,spherical,Fair,32.71234239688509,487.4586896287129,40.89699271482872,289.99807264625105
960.4614243057962,50.917365081934214,Cystalline,Very Very Poor,39.05569884031389,382.217272392956,46.77933812915417,250.90699251186706
1134.920162127833,39.96380206604341,Elomgated,Very Poor,21.61269786527837,395.5502908523784,27.179992925253423,257.46391541305974
118.0,18.20535559522633,Elomgated,Passable,33.97326903720544,480.6694403974493,43.8017832714928,361.318350695241
472.33269994217915,44.66266993748919,Semirounded,Passable,22.08106470499373,279.63543988213155,31.87065643766748,191.61290520080894
402.351866782575,68.56183765721993,Semirounded,Passable,32.670602980598375,345.6669924906362,37.380162393867366,270.070531745755
834.1487355914943,174.87936245574986,spherical,Very Poor,28.17697473517429,401.2838947032445,35.80866950146743,279.21198128660933
1270.5262036879021,33.174841365647744,spherical,Excellent,26.149540112461473,40.0,35.20371943300841,40.0
874.6359644643248,93.43919177301568,Elomgated,Excellent,25.328867297159842,40.0,34.35393049335172,40.0
1091.978231785528,51.117634377670704,angular,Very Poor,25.820899520381023,352.9534503467351,35.17759397695067,263.3022669287861
1325.6401145514947,47.64617938863048,Irregular and angular,Poor,27.458658513231384,131.5257785881712,32.97024109107038,111.24490551183816
989.4519645724399,105.3097063196798,Oval,Poor,42.04319050709091,157.14784611805783,47.22640418161107,93.93259902364355
1473.5455070799374,70.87258467290029,spherical,Poor,28.70512612045291,109.98796296886573,38.1526263956595,104.30002683210236
1330.7364227391236,76.96159876064218,Elomgated,Poor,24.300937754604654,122.4091502143613,28.142146219835315,104.33710597918574
612.1452416820918,297.5654407465528,Elomgated,Excellent,37.114746288134434,92.44117361669575,47.78236103158488,40.82271908206272
768.4031345746515,266.2503852478761,lens shaped,Very Poor,39.3436427321777,356.1826038656915,46.285439849511924,229.3833090053466
639.4541499969592,62.59973118521739,Irregular ,Excellent,26.303717758142852,128.25787692452064,37.511309214744124,101.05088967485554
805.9408849167918,99.35855910628757,Elomgated,Fair,35.75763186793055,299.0342200890694,42.019873920271046,219.61983852293227
691.4408740562965,360.0221430765266,Elomgated,Fair,41.638561883087505,205.3295548267775,46.72967399439081,161.16056367479766
1018.1951258255935,434.74242115625077,Cuboid,Poor,38.184054447271244,154.72194853321702,47.30019120646568,115.10462061937491
1302.5492411167668,34.94590613797403,Oval,Poor,38.357252419883416,92.92776513048828,43.06901845574258,51.50928295499446
1353.7534382208842,334.0451972563947,Irregular ,Passable,40.16230837104081,97.20937952031741,44.32523588387008,64.9467386328494
978.0318736062345,29.101373023169575,Cuboid,Excellent,26.956853271548912,53.35284565139247,37.26395692201449,46.72562864333255
1255.4739529829253,56.15800067570788,Elomgated,Very Very Poor,29.115845110295744,401.13602150436776,37.608240109176144,289.83580602573835
118.0,66.66501364910718,Cystalline,Very Poor,55.0,490.89928437863887,62.37259608659904,343.79653906950165
884.3349641526451,67.19156331996031,Irregular ,Fair,27.334628436384122,264.35192879967866,33.50421928787037,179.06944611378188
321.7824001669053,135.5293363956115,Irregular ,Excellent,44.1652650272834,139.6837359635802,53.665259049132494,86.09072100995829
416.0409443778361,116.48007651750353,angular,Passable,33.601087600931905,348.82271768658876,38.172455355448555,273.4700904015342
1167.6575067977626,87.44930290029819,Cystalline,Excellent,36.57366304617273,40.0,51.04388743191412,40.0
223.8195885454487,91.5531700708247,angular,Poor,37.07432984637717,390.17376640111297,44.532498637508546,264.83206730016275
529.8892070951115,23.433769787774768,spherical,Very Very Poor,26.396577044623502,542.7893303499925,27.639037732547546,336.4179208058845
626.3059091915801,38.52873446563809,Irregular ,Passable,29.628840159088707,326.04728942044983,35.21948146791332,236.49509577564265
1172.373463233745,96.75076549455757,spherical,Passable,19.587354919424136,131.84270344128197,28.609283522838954,101.27557331613687
510.4482692922674,102.59743300991546,Irregular ,Excellent,28.061883294392118,72.72775079109498,39.55575448810893,40.0
1888.416202135635,291.6784607281592,Irregular ,Excellent,31.62708499588479,40.0,36.97345488386238,40.0
763.700958195136,179.26166050240514,Oval,Fair,41.90191837885975,187.16292729786096,53.56691378475612,122.01338428968033
760.9115704997104,103.16899615000978,angular,Very Very Poor,27.325075628610698,408.5199559332802,37.11304990937254,262.08672038119414
987.2383450227568,53.82593659504789,Oval,Fair,34.617166361393444,137.90724098020803,42.25858581269549,96.22711572944478
585.5084907534326,164.2690271148034,angular,Very Very Poor,34.23725774248893,562.6750280726552,42.848272253602325,417.2166028488494
1767.7847770110975,267.0702142719764,angular,Very Very Poor,29.26231927338332,142.1809080064371,38.61603529675098,93.8886399494677
118.0,22.13839163955995,angular,Poor,26.617284504113645,419.33690789900425,41.13144426657499,280.30214005631944
1439.510071365476,98.60073437167401,Elomgated,Very Poor,28.9392869881188,236.79992697109194,34.82398595957268,198.85110488289408
1159.3420618159605,22.509601975785564,Oval,Very Poor,36.53447458859749,287.8041370414006,46.250343996159046,252.33606291180362
883.334452201999,18.885366173984853,spherical,Excellent,18.052119380636235,40.0,28.753798601660915,40.0
705.9535642237153,124.06259908607944,Elomgated,Fair,34.60793682711074,258.370090425711,40.88369362876839,168.7880926756625
353.3933983323716,110.59710479891072,spherical,Passable,35.40814919460326,423.1221294746316,42.475581201976965,346.56555432547304
445.44120132927327,21.687778086194175,Cuboid,Passable,35.3288046967118,437.2242283055028,39.231578298764916,263.19951361901286
999.6107274141827,188.9559030738839,Irregular and angular,Very Very Poor,34.661123661745506,464.9053409213903,39.66687060051268,313.6587321590317
1050.7511654727093,41.24397151744005,Oval,Passable,40.69139940540973,165.62715558431975,52.33405309938912,144.1957478319218
1735.98348070397,109.20830448368666,angular,Very Poor,29.530660223437316,267.5568390541469,37.55795140158687,178.87435749710602
1003.5333232226973,61.875888761560624,spherical,Excellent,22.266922934313598,52.76771877111837,32.74241276091004,47.547767324063614
554.9164429305324,26.202780913515717,Irregular and angular,Very Poor,21.577073735642742,454.43146097772006,31.912677068222965,299.9561696816443
779.2086605432422,65.10626447123303,Cystalline,Fair,42.99954400254527,190.24167362124572,48.243414154945796,117.8189861467919
765.5856263223172,168.35793250175345,Oval,Excellent,47.04923248756316,40.0,51.79080704279738,40.0
1258.4900839853913,26.487396895740687,Irregular ,Very Poor,25.67768239689572,432.4382967079326,32.9822255828466,268.98892046290297
470.77421516450624,39.63643770004416,spherical,Passable,24.015534120546253,343.94505548756337,30.869308286317064,229.2888252825255
118.0,106.71001671990126,angular,Poor,43.7659127169982,261.9187502773946,51.39707058016607,215.7234871412894
1817.1886293567618,90.52904082533428,Oval,Very Poor,37.68571649708428,141.5175274963755,39.62533464973622,116.50837997021077
718.8422788251453,24.44540476425364,spherical,Very Poor,23.960651113987407,538.7297045536263,30.358225946452688,417.85525025399585
411.434952333242,532.8859641938479,lens shaped,Very Poor,55.0,376.84046402241376,65.0,229.43005833994675
858.9566756806651,29.5929428378913,Irregular and angular,Poor,28.134280282444763,258.3499285526408,33.22488335763376,164.7550674370435
587.7658714570706,89.13756825048547,lens shaped,Passable,41.5944070829397,234.8514457631832,50.929029235050514,186.9866289293996
1145.0213585158272,260.7931066811928,Elomgated,Poor,33.84933511050795,182.76581050482983,42.549736584447004,105.83727809640087
627.5888626103385,52.3456336494532,Irregular and angular,Very Very Poor,32.01602667528829,603.1673240809043,37.656824856151516,482.1835340384987
836.9787294273024,365.76869853242505,Cystalline,Poor,48.710575620793726,140.06555500666715,56.48420280098595,79.99834621530387
118.0,174.21473140334294,Cuboid,Passable,55.0,218.707611921346,65.0,152.11566822253064
1143.5226783999342,10.779783725912687,Oval,Poor,44.11281255893337,116.78346894854002,51.18278041324494,110.64212561743132
135.9228623870897,43.23275593235602,Cystalline,Poor,47.4357999593537,337.1189513484416,52.01412213709088,245.83083585562179
266.7426072724781,66.44185927463192,Irregular and angular,Fair,39.492410627878,434.55475977468853,45.58291859513082,334.6620287382114
